datetime,Flow,Avg kph
2024-01-17 02:30,25,58
2024-01-17 02:40,23,57
2024-01-17 02:50,22,57
2024-01-17 03:00,20,57
2024-01-17 03:10,19,57
2024-01-17 03:20,20,58
2024-01-17 03:30,21,59
2024-01-17 03:40,22,61
2024-01-17 03:50,23,62
2024-01-17 04:00,24,63
2024-01-17 04:10,25,65
2024-01-17 04:20,24,64
2024-01-17 04:30,24,63
2024-01-17 04:40,23,62
2024-01-17 04:50,22,61
2024-01-17 05:00,21,59
2024-01-17 05:10,21,58
2024-01-17 05:20,20,56
2024-01-17 05:30,19,54
2024-01-17 05:40,13,57
2024-01-17 05:50,23,53
2024-01-17 06:00,22,54
2024-01-17 06:10,21,55
2024-01-17 06:20,20,56
2024-01-17 06:30,19,57
2024-01-17 06:40,18,58
2024-01-17 06:50,17,60
2024-01-17 07:00,30,47
2024-01-17 07:10,42,35
2024-01-17 07:20,55,22
2024-01-17 07:30,68,10
2024-01-17 07:40,67,11
2024-01-17 07:50,66,12
2024-01-17 08:00,65,13
2024-01-17 08:10,64,13
2024-01-17 08:20,63,14
2024-01-17 08:30,62,15
2024-01-17 08:40,61,16
2024-01-17 08:50,60,17
2024-01-17 09:00,59,18
2024-01-17 09:10,58,19
2024-01-17 09:20,70,16
2024-01-17 09:30,81,13
2024-01-17 09:40,93,10
2024-01-17 09:50,75,24
2024-01-17 10:00,56,38
2024-01-17 10:10,38,52
2024-01-17 10:20,55,57
2024-01-17 10:30,51,53
2024-01-17 10:40,47,48
2024-01-17 10:50,42,44
2024-01-17 11:00,59,34
2024-01-17 11:10,76,23
2024-01-17 11:20,93,13
2024-01-17 11:30,93,15
2024-01-17 11:40,94,17
2024-01-17 11:50,94,18
2024-01-17 12:00,94,20
2024-01-17 12:10,94,22
2024-01-17 12:20,95,24
2024-01-17 12:30,95,25
2024-01-17 12:40,80,28
2024-01-17 12:50,65,31
2024-01-17 13:00,50,34
2024-01-17 13:10,62,31
2024-01-17 13:20,74,27
2024-01-17 13:30,87,24
2024-01-17 13:40,99,21
2024-01-17 13:50,73,33
2024-01-17 14:00,61,32
2024-01-17 14:10,66,29
2024-01-17 14:20,71,25
2024-01-17 14:30,76,22
2024-01-17 14:40,73,25
2024-01-17 14:50,70,28
2024-01-17 15:00,67,31
2024-01-17 15:10,64,34
2024-01-17 15:20,61,37
2024-01-17 15:30,58,40
2024-01-17 15:40,55,43
2024-01-17 15:50,52,46
2024-01-17 16:00,54,43
2024-01-17 16:10,55,40
2024-01-17 16:20,57,37
2024-01-17 16:30,58,33
2024-01-17 16:40,60,30
2024-01-17 16:50,89,27
2024-01-17 17:00,117,23
2024-01-17 17:10,146,20
2024-01-17 17:20,175,17
2024-01-17 17:30,203,13
2024-01-17 17:40,232,10
2024-01-17 17:50,206,12
2024-01-17 18:00,180,14
2024-01-17 18:10,155,16
2024-01-17 18:20,129,18
2024-01-17 18:30,108,23
2024-01-17 18:40,86,28
2024-01-17 18:50,65,32
2024-01-17 19:00,107,13
2024-01-17 19:10,156,10
2024-01-17 19:20,159,10
2024-01-17 19:30,162,10
2024-01-17 19:40,166,10
2024-01-17 19:50,169,10
2024-01-17 20:00,12,64
2024-01-17 20:10,12,63
2024-01-17 20:20,12,62
2024-01-17 20:30,13,61
2024-01-17 20:40,13,60
2024-01-17 20:50,13,59
2024-01-17 21:00,15,56
2024-01-17 21:10,23,60
2024-01-17 21:20,22,58
2024-01-17 21:30,22,56
2024-01-17 21:40,21,54
2024-01-17 21:50,20,51
2024-01-17 22:00,19,51
2024-01-17 22:10,18,52
2024-01-17 22:20,17,52
2024-01-17 22:30,16,52
2024-01-17 22:40,15,52
2024-01-17 22:50,15,52
2024-01-17 23:00,14,52
2024-01-17 23:10,13,53
2024-01-17 23:20,12,53
2024-01-17 23:30,11,53
2024-01-17 23:40,10,53
2024-01-17 23:50,11,55
2024-01-18 00:00,12,58
2024-01-18 00:10,13,60
2024-01-18 00:20,15,62
2024-01-18 00:30,16,64
2024-01-18 00:40,17,67
2024-01-18 00:50,18,69
2024-01-18 01:00,20,60
2024-01-18 01:10,21,52
2024-01-18 01:20,21,54
2024-01-18 01:30,20,57
2024-01-18 01:40,20,59
2024-01-18 01:50,19,62
2024-01-18 02:00,19,64
2024-01-18 02:10,17,66
2024-01-18 02:20,15,68
2024-01-18 02:30,13,58
2024-01-18 02:40,17,56
2024-01-18 02:50,21,55
2024-01-18 03:00,21,55
2024-01-18 03:10,20,55
2024-01-18 03:20,20,55
2024-01-18 03:30,20,56
2024-01-18 03:40,19,56
2024-01-18 03:50,19,56
2024-01-18 04:00,28,42
2024-01-18 04:10,25,45
2024-01-18 04:20,22,49
2024-01-18 04:30,18,52
2024-01-18 04:40,15,56
2024-01-18 04:50,12,59
2024-01-18 05:00,11,68
2024-01-18 05:10,25,59
2024-01-18 05:20,20,71
2024-01-18 05:30,20,63
2024-01-18 05:40,20,54
2024-01-18 05:50,19,57
2024-01-18 06:00,17,59
2024-01-18 06:10,15,62
2024-01-18 06:20,13,64
2024-01-18 06:30,11,66
2024-01-18 06:40,15,64
2024-01-18 06:50,19,61
2024-01-18 07:00,30,58
2024-01-18 07:10,41,54
2024-01-18 07:20,53,51
2024-01-18 07:30,64,48
2024-01-18 07:40,75,45
2024-01-18 07:50,86,42
2024-01-18 08:00,98,39
2024-01-18 08:10,109,36
2024-01-18 08:20,120,33
2024-01-18 08:30,131,30
2024-01-18 08:40,143,27
2024-01-18 08:50,154,24
2024-01-18 09:00,165,21
2024-01-18 09:10,151,19
2024-01-18 09:20,136,18
2024-01-18 09:30,122,17
2024-01-18 09:40,107,15
2024-01-18 09:50,93,14
2024-01-18 10:00,91,15
2024-01-18 10:10,89,16
2024-01-18 10:20,87,17
2024-01-18 10:30,85,18
2024-01-18 10:40,83,19
2024-01-18 10:50,81,20
2024-01-18 11:00,79,21
2024-01-18 11:10,77,22
2024-01-18 11:20,75,23
2024-01-18 11:30,73,24
2024-01-18 11:40,71,25
2024-01-18 11:50,69,26
2024-01-18 12:00,67,27
2024-01-18 12:10,65,28
2024-01-18 12:20,63,29
2024-01-18 12:30,61,30
2024-01-18 12:40,59,31
2024-01-18 12:50,57,32
2024-01-18 13:00,55,33
2024-01-18 13:10,62,28
2024-01-18 13:20,70,24
2024-01-18 13:30,77,19
2024-01-18 13:40,33,30
2024-01-18 13:50,35,30
2024-01-18 14:00,37,30
2024-01-18 14:10,39,31
2024-01-18 14:20,41,31
2024-01-18 14:30,46,37
2024-01-18 14:40,51,43
2024-01-18 14:50,56,48
2024-01-18 15:00,51,44
2024-01-18 15:10,46,40
2024-01-18 15:20,41,36
2024-01-18 15:30,39,38
2024-01-18 15:40,37,39
2024-01-18 15:50,35,41
2024-01-18 16:00,33,42
2024-01-18 16:10,31,44
2024-01-18 16:20,35,41
2024-01-18 16:30,40,39
2024-01-18 16:40,44,37
2024-01-18 16:50,48,34
2024-01-18 17:00,71,28
2024-01-18 17:10,94,22
2024-01-18 17:20,117,16
2024-01-18 17:30,140,10
2024-01-18 17:40,137,10
2024-01-18 17:50,134,10
2024-01-18 18:00,131,10
2024-01-18 18:10,128,10
2024-01-18 18:20,126,10
2024-01-18 18:30,123,10
2024-01-18 18:40,120,10
2024-01-18 18:50,117,10
2024-01-18 19:00,114,10
2024-01-18 19:10,124,11
2024-01-18 19:20,134,12
2024-01-18 19:30,144,13
2024-01-18 19:40,154,13
2024-01-18 19:50,107,28
2024-01-18 20:00,60,43
2024-01-18 20:10,13,58
2024-01-18 20:20,11,64
2024-01-18 20:30,8,70
2024-01-18 20:40,6,75
2024-01-18 20:50,8,72
2024-01-18 21:00,9,69
2024-01-18 21:10,10,65
2024-01-18 21:20,12,62
2024-01-18 21:30,14,58
2024-01-18 21:40,15,55
2024-01-18 21:50,16,57
2024-01-18 22:00,18,59
2024-01-18 22:10,20,55
2024-01-18 22:20,21,56
2024-01-18 22:30,22,56
2024-01-18 22:40,24,57
2024-01-18 22:50,25,57
2024-01-18 23:00,26,58
2024-01-18 23:10,15,56
2024-01-18 23:20,16,57
2024-01-18 23:30,17,58
2024-01-18 23:40,18,59
2024-01-18 23:50,19,60
2024-01-19 00:00,20,61
2024-01-19 00:10,20,60
2024-01-19 00:20,20,59
2024-01-19 00:30,20,58
2024-01-19 00:40,20,57
2024-01-19 00:50,20,57
2024-01-19 01:00,19,58
2024-01-19 01:10,19,60
2024-01-19 01:20,18,62
2024-01-19 01:30,17,64
2024-01-19 01:40,17,65
2024-01-19 01:50,16,67
2024-01-19 02:00,15,69
2024-01-19 02:10,15,70
2024-01-19 02:20,14,72
2024-01-19 02:30,14,63
2024-01-19 02:40,14,55
2024-01-19 02:50,15,46
2024-01-19 03:00,15,38
2024-01-19 03:10,16,44
2024-01-19 03:20,16,50
2024-01-19 03:30,16,56
2024-01-19 03:40,17,62
2024-01-19 03:50,17,63
2024-01-19 04:00,17,64
2024-01-19 04:10,20,60
2024-01-19 04:20,24,56
2024-01-19 04:30,24,55
2024-01-19 04:40,24,54
2024-01-19 04:50,23,53
2024-01-19 05:00,23,52
2024-01-19 05:10,23,51
2024-01-19 05:20,22,50
2024-01-19 05:30,22,49
2024-01-19 05:40,22,48
2024-01-19 05:50,22,47
2024-01-19 06:00,22,46
2024-01-19 06:10,21,45
2024-01-19 06:20,21,44
2024-01-19 06:30,14,54
2024-01-19 06:40,18,51
2024-01-19 06:50,22,48
2024-01-19 07:00,138,14
2024-01-19 07:10,137,12
2024-01-19 07:20,137,11
2024-01-19 07:30,136,10
2024-01-19 07:40,118,10
2024-01-19 07:50,99,10
2024-01-19 08:00,80,10
2024-01-19 08:10,62,10
2024-01-19 08:20,62,14
2024-01-19 08:30,63,17
2024-01-19 08:40,57,22
2024-01-19 08:50,52,27
2024-01-19 09:00,46,31
2024-01-19 09:10,40,36
2024-01-19 09:20,35,41
2024-01-19 09:30,29,45
2024-01-19 09:40,23,50
2024-01-19 09:50,18,55
2024-01-19 10:00,12,59
2024-01-19 10:10,20,54
2024-01-19 10:20,28,49
2024-01-19 10:30,36,44
2024-01-19 10:40,44,39
2024-01-19 10:50,47,38
2024-01-19 11:00,50,37
2024-01-19 11:10,53,36
2024-01-19 11:20,55,35
2024-01-19 11:30,58,35
2024-01-19 11:40,61,34
2024-01-19 11:50,63,33
2024-01-19 12:00,66,32
2024-01-19 12:10,69,31
2024-01-19 12:20,71,30
2024-01-19 12:30,74,30
2024-01-19 12:40,77,29
2024-01-19 12:50,79,28
2024-01-19 13:00,82,27
2024-01-19 13:10,79,27
2024-01-19 13:20,76,28
2024-01-19 13:30,73,28
2024-01-19 13:40,70,29
2024-01-19 13:50,67,29
2024-01-19 14:00,64,30
2024-01-19 14:10,61,30
2024-01-19 14:20,58,31
2024-01-19 14:30,55,31
2024-01-19 14:40,63,28
2024-01-19 14:50,70,25
2024-01-19 15:00,78,22
2024-01-19 15:10,35,31
2024-01-19 15:20,61,29
2024-01-19 15:30,65,31
2024-01-19 15:40,70,33
2024-01-19 15:50,74,34
2024-01-19 16:00,81,33
2024-01-19 16:10,88,31
2024-01-19 16:20,95,30
2024-01-19 16:30,102,28
2024-01-19 16:40,109,26
2024-01-19 16:50,116,25
2024-01-19 17:00,123,23
2024-01-19 17:10,131,22
2024-01-19 17:20,138,20
2024-01-19 17:30,145,18
2024-01-19 17:40,152,17
2024-01-19 17:50,159,15
2024-01-19 18:00,166,14
2024-01-19 18:10,173,12
2024-01-19 18:20,180,10
2024-01-19 18:30,165,20
2024-01-19 18:40,155,19
2024-01-19 18:50,146,18
2024-01-19 19:00,136,17
2024-01-19 19:10,126,16
2024-01-19 19:20,116,15
2024-01-19 19:30,106,14
2024-01-19 19:40,97,12
2024-01-19 19:50,87,11
2024-01-19 20:00,47,39
2024-01-19 20:10,7,68
2024-01-19 20:20,8,67
2024-01-19 20:30,10,67
2024-01-19 20:40,11,66
2024-01-19 20:50,12,66
2024-01-19 21:00,13,65
2024-01-19 21:10,14,65
2024-01-19 21:20,16,64
2024-01-19 21:30,17,64
2024-01-19 21:40,17,64
2024-01-19 21:50,17,64
2024-01-19 22:00,17,64
2024-01-19 22:10,17,64
2024-01-19 22:20,17,65
2024-01-19 22:30,16,65
2024-01-19 22:40,16,65
2024-01-19 22:50,16,65
2024-01-19 23:00,16,65
2024-01-19 23:10,16,65
2024-01-19 23:20,16,65
2024-01-19 23:30,17,53
2024-01-19 23:40,23,54
2024-01-19 23:50,18,57
2024-01-20 00:00,13,60
2024-01-20 00:10,18,63
2024-01-20 00:20,15,64
2024-01-20 00:30,12,65
2024-01-20 00:40,10,68
2024-01-20 00:50,8,71
2024-01-20 01:00,6,74
2024-01-20 01:10,6,66
2024-01-20 01:20,6,57
2024-01-20 01:30,14,70
2024-01-20 01:40,14,65
2024-01-20 01:50,13,60
2024-01-20 02:00,13,55
2024-01-20 02:10,13,56
2024-01-20 02:20,13,56
2024-01-20 02:30,13,57
2024-01-20 02:40,13,58
2024-01-20 02:50,13,58
2024-01-20 03:00,14,59
2024-01-20 03:10,14,60
2024-01-20 03:20,14,60
2024-01-20 03:30,14,61
2024-01-20 03:40,14,62
2024-01-20 03:50,14,62
2024-01-20 04:00,14,60
2024-01-20 04:10,15,58
2024-01-20 04:20,15,56
2024-01-20 04:30,14,57
2024-01-20 04:40,14,58
2024-01-20 04:50,13,59
2024-01-20 05:00,14,62
2024-01-20 05:10,16,64
2024-01-20 05:20,15,63
2024-01-20 05:30,14,61
2024-01-20 05:40,14,61
2024-01-20 05:50,13,61
2024-01-20 06:00,13,61
2024-01-20 06:10,13,61
2024-01-20 06:20,12,61
2024-01-20 06:30,12,61
2024-01-20 06:40,5,67
2024-01-20 06:50,12,75
2024-01-20 07:00,26,61
2024-01-20 07:10,40,47
2024-01-20 07:20,54,33
2024-01-20 07:30,51,32
2024-01-20 07:40,48,31
2024-01-20 07:50,45,30
2024-01-20 08:00,42,29
2024-01-20 08:10,39,28
2024-01-20 08:20,36,26
2024-01-20 08:30,33,25
2024-01-20 08:40,30,24
2024-01-20 08:50,30,26
2024-01-20 09:00,29,28
2024-01-20 09:10,29,30
2024-01-20 09:20,29,32
2024-01-20 09:30,28,34
2024-01-20 09:40,28,36
2024-01-20 09:50,28,38
2024-01-20 10:00,28,41
2024-01-20 10:10,27,43
2024-01-20 10:20,27,45
2024-01-20 10:30,27,47
2024-01-20 10:40,26,49
2024-01-20 10:50,26,51
2024-01-20 11:00,32,47
2024-01-20 11:10,37,44
2024-01-20 11:20,42,40
2024-01-20 11:30,48,37
2024-01-20 11:40,54,33
2024-01-20 11:50,59,29
2024-01-20 12:00,64,26
2024-01-20 12:10,70,22
2024-01-20 12:20,49,18
2024-01-20 12:30,40,29
2024-01-20 12:40,30,40
2024-01-20 12:50,36,37
2024-01-20 13:00,41,34
2024-01-20 13:10,46,31
2024-01-20 13:20,52,28
2024-01-20 13:30,48,36
2024-01-20 13:40,31,37
2024-01-20 13:50,31,37
2024-01-20 14:00,32,37
2024-01-20 14:10,32,38
2024-01-20 14:20,32,38
2024-01-20 14:30,33,38
2024-01-20 14:40,33,38
2024-01-20 14:50,33,39
2024-01-20 15:00,34,39
2024-01-20 15:10,34,39
2024-01-20 15:20,34,39
2024-01-20 15:30,35,40
2024-01-20 15:40,35,40
2024-01-20 15:50,36,40
2024-01-20 16:00,39,34
2024-01-20 16:10,42,27
2024-01-20 16:20,29,48
2024-01-20 16:30,34,48
2024-01-20 16:40,38,47
2024-01-20 16:50,42,44
2024-01-20 17:00,46,41
2024-01-20 17:10,50,37
2024-01-20 17:20,54,34
2024-01-20 17:30,59,31
2024-01-20 17:40,63,27
2024-01-20 17:50,67,24
2024-01-20 18:00,71,21
2024-01-20 18:10,75,18
2024-01-20 18:20,71,15
2024-01-20 18:30,67,13
2024-01-20 18:40,63,10
2024-01-20 18:50,59,13
2024-01-20 19:00,55,16
2024-01-20 19:10,51,20
2024-01-20 19:20,47,23
2024-01-20 19:30,43,26
2024-01-20 19:40,40,29
2024-01-20 19:50,36,33
2024-01-20 20:00,32,36
2024-01-20 20:10,28,39
2024-01-20 20:20,24,42
2024-01-20 20:30,20,46
2024-01-20 20:40,16,49
2024-01-20 20:50,15,52
2024-01-20 21:00,14,56
2024-01-20 21:10,14,59
2024-01-20 21:20,13,62
2024-01-20 21:30,12,66
2024-01-20 21:40,19,68
2024-01-20 21:50,18,67
2024-01-20 22:00,17,67
2024-01-20 22:10,16,67
2024-01-20 22:20,15,67
2024-01-20 22:30,14,67
2024-01-20 22:40,13,67
2024-01-20 22:50,12,67
2024-01-20 23:00,11,67
2024-01-20 23:10,10,67
2024-01-20 23:20,9,66
2024-01-20 23:30,8,66
2024-01-20 23:40,7,66
2024-01-20 23:50,8,61
2024-01-21 00:00,10,63
2024-01-21 00:10,11,64
2024-01-21 00:20,12,66
2024-01-21 00:30,14,68
2024-01-21 00:40,14,70
2024-01-21 00:50,13,72
2024-01-21 01:00,13,74
2024-01-21 01:10,12,76
2024-01-21 01:20,12,79
2024-01-21 01:30,11,78
2024-01-21 01:40,11,76
2024-01-21 01:50,10,75
2024-01-21 02:00,9,74
2024-01-21 02:10,8,73
2024-01-21 02:20,8,72
2024-01-21 02:30,7,71
2024-01-21 02:40,6,70
2024-01-21 02:50,6,69
2024-01-21 03:00,5,68
2024-01-21 03:10,9,66
2024-01-21 03:20,13,63
2024-01-21 03:30,17,61
2024-01-21 03:40,16,62
2024-01-21 03:50,16,62
2024-01-21 04:00,15,62
2024-01-21 04:10,15,61
2024-01-21 04:20,14,59
2024-01-21 04:30,13,61
2024-01-21 04:40,12,63
2024-01-21 04:50,10,65
2024-01-21 05:00,12,53
2024-01-21 05:10,12,59
2024-01-21 05:20,11,66
2024-01-21 05:30,15,60
2024-01-21 05:40,17,58
2024-01-21 05:50,18,57
2024-01-21 06:00,20,55
2024-01-21 06:10,22,53
2024-01-21 06:20,23,52
2024-01-21 06:30,25,50
2024-01-21 06:40,27,48
2024-01-21 06:50,28,46
2024-01-21 07:00,30,45
2024-01-21 07:10,32,43
2024-01-21 07:20,33,41
2024-01-21 07:30,35,40
2024-01-21 07:40,37,38
2024-01-21 07:50,38,36
2024-01-21 08:00,40,34
2024-01-21 08:10,42,33
2024-01-21 08:20,43,31
2024-01-21 08:30,45,29
2024-01-21 08:40,47,28
2024-01-21 08:50,48,26
2024-01-21 09:00,50,24
2024-01-21 09:10,50,24
2024-01-21 09:20,50,25
2024-01-21 09:30,49,25
2024-01-21 09:40,46,29
2024-01-21 09:50,44,33
2024-01-21 10:00,41,37
2024-01-21 10:10,39,41
2024-01-21 10:20,36,45
2024-01-21 10:30,34,49
2024-01-21 10:40,31,53
2024-01-21 10:50,28,56
2024-01-21 11:00,31,42
2024-01-21 11:10,33,28
2024-01-21 11:20,35,29
2024-01-21 11:30,36,30
2024-01-21 11:40,38,31
2024-01-21 11:50,40,32
2024-01-21 12:00,81,44
2024-01-21 12:10,78,41
2024-01-21 12:20,76,38
2024-01-21 12:30,73,35
2024-01-21 12:40,71,32
2024-01-21 12:50,68,29
2024-01-21 13:00,66,26
2024-01-21 13:10,63,23
2024-01-21 13:20,50,32
2024-01-21 13:30,36,41
2024-01-21 13:40,23,50
2024-01-21 13:50,25,48
2024-01-21 14:00,27,46
2024-01-21 14:10,28,44
2024-01-21 14:20,30,43
2024-01-21 14:30,32,41
2024-01-21 14:40,34,39
2024-01-21 14:50,36,37
2024-01-21 15:00,38,35
2024-01-21 15:10,39,33
2024-01-21 15:20,41,32
2024-01-21 15:30,43,30
2024-01-21 15:40,40,31
2024-01-21 15:50,36,32
2024-01-21 16:00,33,33
2024-01-21 16:10,30,34
2024-01-21 16:20,27,35
2024-01-21 16:30,24,36
2024-01-21 16:40,20,37
2024-01-21 16:50,17,38
2024-01-21 17:00,27,34
2024-01-21 17:10,36,29
2024-01-21 17:20,46,25
2024-01-21 17:30,55,21
2024-01-21 17:40,65,17
2024-01-21 17:50,70,13
2024-01-21 18:00,75,10
2024-01-21 18:10,69,13
2024-01-21 18:20,63,16
2024-01-21 18:30,56,18
2024-01-21 18:40,50,21
2024-01-21 18:50,44,24
2024-01-21 19:00,38,27
2024-01-21 19:10,86,10
2024-01-21 19:20,89,12
2024-01-21 19:30,92,15
2024-01-21 19:40,95,17
2024-01-21 19:50,98,20
2024-01-21 20:00,12,54
2024-01-21 20:10,12,54
2024-01-21 20:20,12,54
2024-01-21 20:30,12,54
2024-01-21 20:40,12,54
2024-01-21 20:50,12,54
2024-01-21 21:00,12,54
2024-01-21 21:10,12,54
2024-01-21 21:20,12,54
2024-01-21 21:30,12,54
2024-01-21 21:40,12,54
2024-01-21 21:50,12,54
2024-01-21 22:00,12,55
2024-01-21 22:10,12,55
2024-01-21 22:20,12,55
2024-01-21 22:30,14,59
2024-01-21 22:40,15,64
2024-01-21 22:50,14,68
2024-01-21 23:00,14,72
2024-01-21 23:10,14,66
2024-01-21 23:20,14,60
2024-01-21 23:30,13,54
2024-01-21 23:40,13,48
2024-01-21 23:50,10,56
2024-01-22 00:00,13,54
2024-01-22 00:10,16,52
2024-01-22 00:20,19,50
2024-01-22 00:30,22,48
2024-01-22 00:40,11,50
2024-01-22 00:50,21,52
2024-01-22 01:00,20,63
2024-01-22 01:10,18,74
2024-01-22 01:20,17,74
2024-01-22 01:30,17,74
2024-01-22 01:40,16,74
2024-01-22 01:50,16,74
2024-01-22 02:00,15,74
2024-01-22 02:10,15,74
2024-01-22 02:20,14,74
2024-01-22 02:30,13,74
2024-01-22 02:40,13,75
2024-01-22 02:50,12,75
2024-01-22 03:00,12,75
2024-01-22 03:10,11,75
2024-01-22 03:20,11,75
2024-01-22 03:30,10,75
2024-01-22 03:40,8,61
2024-01-22 03:50,9,59
2024-01-22 04:00,10,57
2024-01-22 04:10,11,55
2024-01-22 04:20,11,52
2024-01-22 04:30,12,50
2024-01-22 04:40,13,48
2024-01-22 04:50,14,46
2024-01-22 05:00,13,53
2024-01-22 05:10,13,60
2024-01-22 05:20,12,67
2024-01-22 05:30,19,63
2024-01-22 05:40,26,59
2024-01-22 05:50,33,55
2024-01-22 06:00,40,52
2024-01-22 06:10,47,48
2024-01-22 06:20,54,44
2024-01-22 06:30,61,40
2024-01-22 06:40,69,36
2024-01-22 06:50,76,33
2024-01-22 07:00,83,29
2024-01-22 07:10,90,25
2024-01-22 07:20,97,21
2024-01-22 07:30,104,18
2024-01-22 07:40,111,14
2024-01-22 07:50,118,10
2024-01-22 08:00,105,14
2024-01-22 08:10,93,17
2024-01-22 08:20,80,21
2024-01-22 08:30,87,15
2024-01-22 08:40,106,17
2024-01-22 08:50,125,19
2024-01-22 09:00,144,21
2024-01-22 09:10,163,23
2024-01-22 09:20,182,25
2024-01-22 09:30,203,21
2024-01-22 09:40,223,17
2024-01-22 09:50,244,12
2024-01-22 10:00,24,52
2024-01-22 10:10,34,40
2024-01-22 10:20,44,29
2024-01-22 10:30,38,34
2024-01-22 10:40,31,39
2024-01-22 10:50,24,44
2024-01-22 11:00,45,33
2024-01-22 11:10,66,21
2024-01-22 11:20,87,10
2024-01-22 11:30,81,16
2024-01-22 11:40,76,21
2024-01-22 11:50,70,27
2024-01-22 12:00,75,21
2024-01-22 12:10,79,22
2024-01-22 12:20,84,22
2024-01-22 12:30,88,23
2024-01-22 12:40,92,23
2024-01-22 12:50,97,24
2024-01-22 13:00,101,24
2024-01-22 13:10,106,25
2024-01-22 13:20,110,25
2024-01-22 13:30,92,29
2024-01-22 13:40,74,33
2024-01-22 13:50,56,37
2024-01-22 14:00,38,41
2024-01-22 14:10,30,41
2024-01-22 14:20,23,40
2024-01-22 14:30,33,38
2024-01-22 14:40,63,37
2024-01-22 14:50,67,31
2024-01-22 15:00,72,30
2024-01-22 15:10,76,30
2024-01-22 15:20,81,29
2024-01-22 15:30,85,28
2024-01-22 15:40,90,28
2024-01-22 15:50,94,27
2024-01-22 16:00,99,26
2024-01-22 16:10,104,26
2024-01-22 16:20,108,25
2024-01-22 16:30,113,24
2024-01-22 16:40,117,24
2024-01-22 16:50,122,23
2024-01-22 17:00,126,22
2024-01-22 17:10,131,22
2024-01-22 17:20,135,21
2024-01-22 17:30,140,20
2024-01-22 17:40,145,20
2024-01-22 17:50,149,19
2024-01-22 18:00,154,19
2024-01-22 18:10,158,18
2024-01-22 18:20,163,17
2024-01-22 18:30,167,17
2024-01-22 18:40,172,16
2024-01-22 18:50,180,15
2024-01-22 19:00,189,14
2024-01-22 19:10,198,13
2024-01-22 19:20,206,12
2024-01-22 19:30,214,11
2024-01-22 19:40,223,10
2024-01-22 19:50,193,15
2024-01-22 20:00,164,20
2024-01-22 20:10,134,25
2024-01-22 20:20,104,30
2024-01-22 20:30,74,35
2024-01-22 20:40,45,41
2024-01-22 20:50,15,46
2024-01-22 21:00,15,50
2024-01-22 21:10,15,55
2024-01-22 21:20,15,59
2024-01-22 21:30,15,64
2024-01-22 21:40,13,62
2024-01-22 21:50,11,60
2024-01-22 22:00,9,57
2024-01-22 22:10,11,60
2024-01-22 22:20,13,62
2024-01-22 22:30,15,64
2024-01-22 22:40,15,65
2024-01-22 22:50,14,66
2024-01-22 23:00,14,68
2024-01-22 23:10,14,69
2024-01-22 23:20,13,70
2024-01-22 23:30,13,71
2024-01-22 23:40,13,70
2024-01-22 23:50,13,68
2024-01-23 00:00,13,67
2024-01-23 00:10,13,66
2024-01-23 00:20,13,65
2024-01-23 00:30,12,68
2024-01-23 00:40,11,71
2024-01-23 00:50,10,75
2024-01-23 01:00,9,78
2024-01-23 01:10,8,82
2024-01-23 01:20,12,73
2024-01-23 01:30,17,64
2024-01-23 01:40,21,55
2024-01-23 01:50,20,55
2024-01-23 02:00,20,55
2024-01-23 02:10,19,55
2024-01-23 02:20,18,55
2024-01-23 02:30,17,58
2024-01-23 02:40,16,61
2024-01-23 02:50,15,64
2024-01-23 03:00,24,57
2024-01-23 03:10,22,60
2024-01-23 03:20,21,63
2024-01-23 03:30,19,66
2024-01-23 03:40,18,68
2024-01-23 03:50,16,70
2024-01-23 04:00,14,72
2024-01-23 04:10,13,74
2024-01-23 04:20,15,81
2024-01-23 04:30,16,75
2024-01-23 04:40,16,69
2024-01-23 04:50,17,62
2024-01-23 05:00,18,56
2024-01-23 05:10,17,58
2024-01-23 05:20,17,60
2024-01-23 05:30,16,61
2024-01-23 05:40,15,57
2024-01-23 05:50,14,52
2024-01-23 06:00,13,48
2024-01-23 06:10,35,43
2024-01-23 06:20,57,37
2024-01-23 06:30,79,32
2024-01-23 06:40,102,26
2024-01-23 06:50,124,21
2024-01-23 07:00,146,15
2024-01-23 07:10,168,10
2024-01-23 07:20,150,10
2024-01-23 07:30,132,10
2024-01-23 07:40,107,20
2024-01-23 07:50,82,29
2024-01-23 08:00,94,27
2024-01-23 08:10,107,24
2024-01-23 08:20,119,22
2024-01-23 08:30,131,19
2024-01-23 08:40,144,17
2024-01-23 08:50,156,15
2024-01-23 09:00,35,32
2024-01-23 09:10,83,21
2024-01-23 09:20,131,10
2024-01-23 09:30,128,10
2024-01-23 09:40,125,10
2024-01-23 09:50,122,10
2024-01-23 10:00,90,20
2024-01-23 10:10,58,29
2024-01-23 10:20,58,29
2024-01-23 10:30,59,29
2024-01-23 10:40,59,30
2024-01-23 10:50,60,30
2024-01-23 11:00,60,30
2024-01-23 11:10,50,32
2024-01-23 11:20,39,34
2024-01-23 11:30,41,32
2024-01-23 11:40,46,30
2024-01-23 11:50,52,28
2024-01-23 12:00,58,27
2024-01-23 12:10,63,25
2024-01-23 12:20,68,23
2024-01-23 12:30,74,22
2024-01-23 12:40,80,20
2024-01-23 12:50,85,19
2024-01-23 13:00,90,17
2024-01-23 13:10,96,15
2024-01-23 13:20,88,18
2024-01-23 13:30,80,21
2024-01-23 13:40,72,24
